# name	sentences	forms	annotator	sent	done	comment
wsj2399	27	594	luj	211006		
wsj2400	23	594	kac	220511	220517	
wsj2401	6	65	kac	211006	211114	
wsj2402	51	1116	les	220826		
wsj2403	20	612	kac	220516	220530	
wsj2404	33	689	toh	220519	220601	
wsj2405	5	72	les	220821	220826	
wsj2406	50	983	lec	220319	220414	
wsj2407	49	1329	kac	220413	220508	
wsj2408	3	75	kac	220511	220517	
wsj2409	5	99	lec	220816	220913	
wsj2410	4	101	kac	211125	211127	
wsj2411	6	104	kac	220614	220617	
wsj2412	83	1217				
wsj2413	42	934	toh	220422	220428	
wsj2414	8	74				
wsj2415	65	1292				
wsj2416	15	405	tem	220728	220808	
wsj2417	95	2067	kac	211125	211206	
wsj2418	57	1154	kac	211202	211215	
wsj2419	5	107	kac	220209	220216	
wsj2420	5	107	kac	220301	220304	
wsj2421	5	133	kac	220506	220508	
wsj2422	6	140				
wsj2423	5	99	kac	220301	220304	
wsj2424	5	140	kac	220907	220917	
wsj2425	5	172				
wsj2426	7	197	toh	220511	220515	
wsj2427	6	153	toh	220602	220813	
wsj2428	83	2080				
wsj2429	32	683	toh	220227	220314	
wsj2430	9	220	tem	220902	220914	
wsj2431	47	1163	les	220913		
wsj2432	34	581	kac	220618	220702	
wsj2433	50	1280	les	220628	220821	
wsj2434	4	125	lec	220319	220414	
wsj2435	10	181	toh	220628	220805	
wsj2436	11	256	les	220720	220821	
wsj2437	6	183	toh	220519	220601	
wsj2438	19	637	tem	220616	220702	
wsj2439	7	184				
wsj2440	6	193	kac	220729	220907	
wsj2441	7	219	tem	220902		
wsj2442	10	332	kac	220530	220615	
wsj2443	63	1787	toh	211006	211025	
wsj2444	50	1027	kac	220506	220512	
wsj2445	6	127	kac	220719	220729	
wsj2446	35	1002	kac	220225	220303	
wsj2447	4	71	tat	220914		
wsj2448	42	965	kac	220516	220615	
wsj2449	10	288	toh	220628	220805	
wsj2450	13	332	kac	220418	220507	
wsj2451	58	1379	lec	220814		
wsj2452	13	259	kac	220614	220617	
wsj2453	13	364	toh	220314	220323	
wsj2454	35	929				
wsj3282	47	1252	jah	211117	211205	lrec2
wsj3989	57	1257	jah	211117	211207	lrec3
wsj4002	62	1261	jah	211117	211204	lrec1
wsj4446	56	1254	toh	211117	211129	lrec3
wsj4455	68	1258	toh	211117	211128	lrec2
wsj4568	60	1262	jah	211117	211206	lrec4
wsj4986	56	1239	toh	211117	211201	lrec4
wsj5250	64	1241	toh	211117	211127	lrec1
wsj6282	47	1252	lec	220113	220119	dup-6
wsj6989	57	1257	lec	220113	220215	dup-6
wsj7002	62	1261	lec	220113	220215	dup-6
wsj7446	56	1254	lec	220113	220215	dup-6
wsj7455	68	1258	lec	220113	220215	dup-6
wsj7568	60	1262	lec	220113	220202	dup-6
wsj7986	56	1239	lec	220113	220202	dup-6
wsj8250	64	1241	lec	220113	220202	dup-6
wsj9282	47	1252	kac	220113	220119	dup-9
wsj9989	57	1257	kac	220113	220119	dup-9
wsja002	62	1261	kac	220113	220130	dup-9
wsja446	56	1254	kac	220113	220130	dup-9
wsja455	68	1258	kac	220113	220131	dup-9
wsja568	60	1262	kac	220113	220130	dup-9
wsja986	56	1239	kac	220113	220131	dup-9
wsjb250	64	1241	kac	220113	220130	dup-9
wsjc282	47	1252	luj	220113	220217	dup-12
wsjc989	57	1257	luj	220113	220217	dup-12
wsjd002	62	1261	luj	220113	220217	dup-12
wsjd446	56	1254	luj	220113	220217	dup-12
wsjd455	68	1258	luj	220113	220217	dup-12
wsjd568	60	1262	luj	220113	220217	dup-12
wsjd986	56	1239	luj	220113	220217	dup-12
wsje250	64	1241	luj	220113	220217	dup-12
